path,category,audit_owner,review_status,notes
.understand-anything/.trash-1783329573/layers.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/review.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-1.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-10.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-11.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-12.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-13.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-2.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-3.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-4.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-5.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-5b.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-6.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-7.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-8.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-analyzer-input-9.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-1.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-10.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-11.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-12.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-13.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-2.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-3.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-4.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-5.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-5b.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-6.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-7.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-8.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-file-extract-results-9.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-import-map-input.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-import-map-output.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-inline-validate.cjs,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tmp/ua-scan-files.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.trash-1783329573/tour.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/.understandignore,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/atlas-data.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/atlas.html,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/fingerprints.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/intermediate/scan-result.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/knowledge-graph.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
.understand-anything/meta.json,tooling_cache,MAIN,executed_only,privacy leak scan only; tool cache
AGENTS.md,top_level,"Claim-surface sweep: current-facing docs, decks, c",fully_read,Via diff vs CLAUDE.md (in sync)
CITATION.bib,top_level,"Report citation forensics (References, in-text num",fully_read,also brace-balance checked programmatically and git history inspected
CITATION.cff,top_level,"Report citation forensics (References, in-text num",fully_read,YAML-parsed programmatically; required CFF 1.2.0 keys present
CLAUDE.md,top_level,"Claim-surface sweep: current-facing docs, decks, c",fully_read,Also diffed against AGENTS.md: only the documented header lines differ
Makefile,top_level,harness + gates,fully_read,
README.md,top_level,"Claim-surface sweep: current-facing docs, decks, c",partially_read,All result-bearing lines extracted via grep and verified against artifacts; prose sections around them read; install/usage boilerplate skimmed
check_slurm_runs.py,top_level,cluster + configs + SLURM,fully_read,thin wrapper
compare_quant_pairs.py,top_level,statistics implementation (code-analysis-stats),fully_read,7-line shim re-exporting main()
configs/artifact_policy.yaml,configs,"artifact integrity + provenance (manifest, matched",fully_read,
configs/default.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1_512.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1_int8.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1_int8_512.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1_sensitivity.yaml,configs,cluster + configs + SLURM,fully_read,
configs/tc1_sensitivity_512.yaml,configs,cluster + configs + SLURM,fully_read,
dashboard/__init__.py,dashboard,dashboard + legacy/dead paths,fully_read,
dashboard/app.py,dashboard,dashboard + legacy/dead paths,fully_read,
dashboard/data.py,dashboard,dashboard + legacy/dead paths,fully_read,also imported and adversarially exercised via scratchpad script
dashboard/theme.py,dashboard,dashboard + legacy/dead paths,fully_read,
data/xstest_v2_prompts.csv,other,benchmark plugins + scoring,partially_read,"structure/counts audited programmatically (450 rows, 250 safe/200 unsafe, 18 types x 25); prompt text not reviewed row-by-row"
docs/AGENTIC_WORKFLOW.md,docs,"Claim-surface sweep: current-facing docs, decks, c",not_reviewed,Stale-marker greps clean; content not read
docs/AGENT_DASHBOARD.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,"Header, open actions, artifacts sections read (the operative content)"
docs/Agentic_AI_Workflow_Report_2026-06-26.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/CCDSGPU-TC1-Cluster-FYP-Form.pdf,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/CCDSGPU-TC1-UG-UserGuide (1).pdf,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/CODEX_MEETUP_BRIEF.md,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/Codex_Meetup_Agent_Harness_Report.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/Codex_Meetup_Agent_Harness_Report.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/FYP_Agent_Harness_Architecture_Guide_2026-06-09.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/FYP_Interim_2026-07-10.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/FYP_Interim_2026-07-10_humanized.docx,docs,humanized-docx-variants-and-builders,fully_read,"All 124 hunks classified, 15 word-content hunks reviewed; document.xml matched rebuild; declarations and cover read"
docs/FYP_REPO_GUIDE.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Scope/scorer/path lines verified via grep; 300+ line guide not fully read
docs/FYP_Report_2026-07-01_humanized.docx,docs,humanized-docx-variants-and-builders,fully_read,"Full extracted text diffed programmatically (all 254 hunks classified, all 96 word-content hunks human-reviewed); document.xml SHA-256 matched scratchpad rebuil"
docs/FYP_Report_2026-07-01_v5.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/FYP_Thesis_2026-07-02_humanized.docx,docs,humanized-docx-variants-and-builders,fully_read,"All 119 hunks classified, 14 word-content hunks reviewed; document.xml matched rebuild; declarations read"
docs/FYP_Thesis_2026-07-02_v4.docx,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/HANDOFF.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
docs/HARNESS_SELF_EVAL.md,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/HUMAN_LABEL_PROTOCOL.md,docs,"secondary analysis scripts (genlen, human-label au",fully_read,rubric cross-checked against validation.py classifier rules
docs/PROJECT_LOG.md,docs,"judge layer (HarmBench classifier fidelity, api_ju",partially_read,D25/D26/D32/D35/D41 rows via grep
docs/QUICKSTART.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,First 90 lines + stale-marker grep; extension section not read line-by-line
docs/REPORT_CLAIM_AUDIT_v5.md,docs,MAIN,partially_read,header
docs/REPRODUCIBILITY.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
docs/RESULTS_CARD.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,All numbers cross-checked against results_512/analysis artifacts
docs/TC1_AGENT_CHECKLIST.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Header + stale-marker grep clean
docs/TC1_CLUSTER_RUNBOOK.md,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/THESIS_OUTLINE.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,"Stale-marker grep clean; process-level outline, no result numbers"
docs/USER_GUIDE.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Stale-marker + path greps only; no result claims found
docs/agent_harness_showcase.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/agent_tasks/T21-strengthen-results-discussion.md,docs,-,not_reviewed,"historical task packets, policy-excluded"
docs/agent_tasks/T22-second-independent-judge.md,docs,-,not_reviewed,"historical task packets, policy-excluded"
docs/agent_tasks/codex-meetup-prep.md,docs,-,not_reviewed,"historical task packets, policy-excluded"
docs/agent_tasks/harness-maintenance.md,docs,-,not_reviewed,"historical task packets, policy-excluded"
docs/agentic_ai_report.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/README.md,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agent_harness_architecture.drawio,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agent_harness_architecture.png,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agent_harness_architecture.svg,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agentic_architecture.drawio,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agentic_architecture.png,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_agentic_architecture.svg,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_integrated_agentic_stack.drawio,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_integrated_agentic_stack.png,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_integrated_agentic_stack.svg,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_repo_hierarchy.drawio,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_repo_hierarchy.png,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/architecture/fyp_quant_repo_hierarchy.svg,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/archive/FYP_Decision_Register_and_Compressed_Work_Plan_2026-05-13.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Decision_Register_and_Compressed_Work_Plan_2026-05-13.html,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Decisions_and_Plan_2026-05-13.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-05-23.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-05-24.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-06-14.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-06-26_v2.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-06-26_v3.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Report_2026-06-30_v4.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_TC1_Full_Session_Report_2026-04-08.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_TC1_Full_Session_Report_2026-04-08.html,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Thesis_2026-06-18.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Thesis_2026-06-26_v2.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/FYP_Thesis_2026-06-26_v3.docx,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/TC1_ACTIVITY_2026-04-08.md,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/TC1_ACTIVITY_LOG_2026-04-08.md,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/TC1_WORK_LOG_2026-04-08.md,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/archive/fyp_status_2026-06-13.html,docs_archive,ARCHIVED,not_reviewed,"bannered history, out of current-facing scope"
docs/datasets.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Benchmark inventory verified (ARC present)
docs/evaluation_metrics.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
docs/extensibility.md,docs,"Claim-surface sweep: current-facing docs, decks, c",not_reviewed,Stale-marker greps clean; content not read
docs/figures/agentic/fig1_ladder.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/agentic/fig2_loop.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/agentic/fig3_harness.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/agentic/fig4_memory.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/agentic/fig5_tests.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/agentic/fig6_authors.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/asr_forest.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/capability_anchor.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/category_asr.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/judge_vs_proxy.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/multiseed.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures/precision_sweep.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/asr_forest.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/capability_anchor.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/category_asr.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/judge_vs_proxy.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/multiseed.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/figures_512/precision_sweep.png,docs,-,not_reviewed,PNG binaries; provenance via make_figures.py reviewed
docs/fyp_architecture.html,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Banner verified present (comment + visible sticky div); 128-era content confirmed inside
docs/fyp_showcase.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_3d.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_bluemarble.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_earth.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_v2.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_world.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_showcase_world3d.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/fyp_status_2026-07.html,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,"Header comment, all number-bearing lines, banner check"
docs/fyp_status_2026-07_v2.html,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Same treatment; body copy verified 512-primary
docs/limitations.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
docs/methodology.md,docs,"Claim-surface sweep: current-facing docs, decks, c",partially_read,Scorer-primary and 5-pair scope lines verified
docs/paper_outline.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
docs/project_field_guide.html,docs,WF results:claim-surface,partially_read,stale-claim sweep
docs/session_notes_2026-07-10.md,docs,"Claim-surface sweep: current-facing docs, decks, c",fully_read,
ethical_benchmark/__init__.py,code_core,-,not_reviewed,
ethical_benchmark/analysis/__init__.py,code_core,-,not_reviewed,
ethical_benchmark/analysis/compare_quant_pairs.py,code_core,statistics implementation (code-analysis-stats),fully_read,"all 927 lines; bootstrap, McNemar, confusion, labels, evidence status, pair selection, v2 precedence, diagnostics"
ethical_benchmark/analysis/refusal_margin.py,code_core,"secondary analysis scripts (genlen, human-label au",fully_read,"metric math sound (logsumexp margin, partition cancellation); tests/test_refusal_margin.py 15/15 pass"
ethical_benchmark/benchmarks/__init__.py,code_core,-,not_reviewed,
ethical_benchmark/benchmarks/arc.py,code_core,benchmark plugins + scoring,fully_read,
ethical_benchmark/benchmarks/base.py,code_core,benchmark plugins + scoring,fully_read,
ethical_benchmark/benchmarks/harmbench.py,code_core,"External-standards conformance audit (HarmBench, X",fully_read,
ethical_benchmark/benchmarks/mmlu.py,code_core,benchmark plugins + scoring,fully_read,
ethical_benchmark/benchmarks/registry.py,code_core,benchmark plugins + scoring,fully_read,
ethical_benchmark/benchmarks/utils.py,code_core,benchmark plugins + scoring,fully_read,
ethical_benchmark/benchmarks/xstest.py,code_core,"External-standards conformance audit (HarmBench, X",fully_read,
ethical_benchmark/cluster/__init__.py,code_core,-,not_reviewed,
ethical_benchmark/cluster/check_runs.py,code_core,cluster + configs + SLURM,fully_read,
ethical_benchmark/cluster/generate_jobs.py,code_core,cluster + configs + SLURM,fully_read,
ethical_benchmark/cluster/submit_jobs.py,code_core,cluster + configs + SLURM,fully_read,
ethical_benchmark/config_schema.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/constants.py,code_core,model loading + generation + pipeline orchestratio,fully_read,"SUPPORTED_BENCHMARKS here (3 benchmarks, no arc) is stale but unused by the run path — pipeline imports the 4-benchmark set from config_schema"
ethical_benchmark/datasets/__init__.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/datasets/bias.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/datasets/factuality.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/datasets/toxicity.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/evaluators/__init__.py,code_core,dashboard + legacy/dead paths,fully_read,
ethical_benchmark/evaluators/bias_eval.py,code_core,dashboard + legacy/dead paths,fully_read,
