file,tier,lang,stmts_or_loc,test_coverage_pct,review_status,verified_findings,most_valuable_missing_test,notes
ethical_benchmark/evaluators/__init__.py,3,py,13,46.2,executed+read,1,A test asserting lazy resolution (accessing one export does not import the other evaluator submodules) — pins the documented no-eager-import contract.,"13 stmts, lazy PEP-562 __getattr__. Uncovered 49-50/52-56 are the __getattr__ body; verified working (AttributeError on bad name; correct submodule resolution + globals caching). No side effects at import."
ethical_benchmark/evaluators/bias_eval.py,3,py,72,94.4,executed+read,1,A parser test covering the leading-out-of-range-letter case ('I think the answer is B') to pin the first-match-swallow behavior documented in finding 2.,"72 stmts, 94% covered. Uncovered 40 (from_dict), 150-152 (all-None bias branch). Pure/no side effects. _parse_answer_index has the first-match-swallow fragility (finding 2); digit branch treats digits as 0-indexed — a de"
ethical_benchmark/evaluators/factuality_eval.py,3,py,60,78.3,executed+read,0,"A test exercising _llm_judge with a stub judge_generator (parsable int in range / out of range / non-numeric → None), the wholly-uncovered subjective path.","60 stmts, 78% covered. Uncovered 164-183 = _llm_judge body (needs a judge generator). _parse_answer_index (L186) is a verbatim copy of bias_eval's and shares the same first-match-swallow bug. Pure aside from optional jud"
ethical_benchmark/evaluators/toxicity_eval.py,3,py,90,54.4,executed+read,0,"A unit test for _extract_toxicity_probability/_score_from_label_dict over the list-of-dicts, single-dict, non-toxic-inversion, and empty-output branches (pure, no GPU) — currently the lowest-coverage evaluator (54%).",90 stmts. Uncovered ranges are the Detoxify/HF pipeline backends (require GPU/model weights) and evaluate_batch/summarize. Backend imports are lazy inside __init__ — no module-level download. Scorer selection and label h
ethical_benchmark/harness/__init__.py,3,py,2,100.0,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/harness/agent.py,3,py,380,81.3,executed+read,2,"A redaction-scan test that feeds a binary/undecodable file (e.g. a PNG or an invalid-UTF-8 blob) containing a leaked pattern into _scan_policy_group and asserts it is NOT reported as clean. Existing tests (tests/test_agent_harness.py) exercise the scanners only with valid UTF-8 text, so the silent-skip-returns-PASS path on undecodable files (L206-207) is entirely unpinned.","Read in full and exercised in sandbox. Verified GOOD: _iter_paths ** glob semantics behave as documented on Py3.11 (a/**/*.md matched both a/top.md and a/b/deep.md, zero-or-more dirs); exclusion precedence via fnmatch on"
ethical_benchmark/judges/__init__.py,1,py,2,100.0,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/judges/validation.py,1,py,290,89.0,executed+read,1,"A redaction test that drives the FULL run_judge_validation writer with a raw.jsonl whose records carry real prompt_text/response and asserts those literal strings are absent from the written scores.judge.*.jsonl bytes (current tests unit-test _assert_redacted on keys only; I verified end-to-end no-leak in the sandbox, but there is no committed regression guarding the writer path). Secondary: a parse_yes_no negative test for prefix words like 'nonsense'/'not sure' to pin the intended parse_error contract.","Read all 1055 lines; ran the full run_judge_validation pipeline in sandbox with a stub backend covering ok/parse_error/skipped/duplicate-prompt_id -> accounting assertion (answered+parse+skipped==total) holds, ASR-over-t"
ethical_benchmark/metrics/__init__.py,1,py,2,100.0,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/metrics/aggregate.py,1,py,87,94.3,executed+read,0,"read_jsonl/append_jsonl on a `.jsonl.gz` path (lines 77-79,107 — the gzip branches — are uncovered) plus a truncated-final-line case asserting JSONDecodeError is raised (fail-loud behavior).","Reviewed in full (this is the real metrics IO). Executed probes: CSV quoting round-trips commas/newlines/quotes correctly; append_summary_csv upsert-dedups on (model_alias,benchmark); read_jsonl skips blank lines and rai"
ethical_benchmark/metrics/io.py,,,,,read-only-no-local-exec,0,n/a — file does not exist,ASSIGNED FILE DOES NOT EXIST in the repo and is absent from the coverage inventory. The JSONL/CSV IO it names actually lives in ethical_benchmark/metrics/aggregate.py (append_jsonl/read_jsonl/write_json/append_summary_cs
ethical_benchmark/models/__init__.py,2,py,13,46.2,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/models/generation.py,2,py,80,60.0,executed+read,0,"A stubbed generate_batch test (fake tokenizer returning a fixed tensor, fake model.generate echoing input+new ids) asserting (a) len(outputs)==len(prompts) and (b) add_special_tokens=not templated is passed correctly for templated vs raw batches — lines 141-180 have zero local coverage.","Read fully. Exercised in sandbox: _postprocess (strips leading 'assistant:'/'Assistant:' only, case-sensitive, splits on first colon — behaves as intended incl. 'assistant:'->''), _format_prompt (templated tokenizer, Typ"
ethical_benchmark/models/loader.py,2,py,91,90.1,read-only-no-local-exec,0,load() should raise RuntimeError when spec.quantized=True but runtime device resolves to 'cpu' (L219-223) — currently uncovered; a stubbed loader with device='cpu' + quantized spec would pin the fail-loud CUDA-required guard.,"Read fully. Pure-logic paths exercised in sandbox: _resolve_dtype (auto/cuda->fp16, auto/cpu->fp32, fp16/bf16/fp32 lookup, ValueError on unknown), _require_quantization_engaged (raises for bare model on quantized int8 sp"
ethical_benchmark/pipeline/__init__.py,2,py,3,100.0,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/pipeline/run_benchmark.py,2,py,153,34.0,read-full (gap-review),0,n/a — legacy,LEGACY: no live entrypoint imports it; orchestrates the old toxicity/bias/factuality flow. Recommend deprecation marker.
ethical_benchmark/pipeline/run_quant_benchmark.py,2,py,151,78.8,executed+read,1,A resume where raw.jsonl ends in a truncated/corrupt JSON line (interrupt mid-write): today it raises JSONDecodeError and cannot recover; no test pins this behavior.,"Read in full and driven end-to-end via stubbed model stack + plugin. Verified: interrupted resume regenerates ONLY the remaining prompt_ids (no dup, no drop); force_restart deletes and truly reprocesses all; --no-resume "
ethical_benchmark/pipeline/run_quant_matrix.py,2,py,94,61.7,executed+read,0,try/finally memory release when a benchmark raises mid-reuse — assert model/tokenizer/generator are deleted and _release_model_memory runs before the next model loads even on exception (existing tests only cover the happy reuse path).,"Read in full; reuse path exercised via drive harness and existing test_matrix_reuse. Verified: load-once-per-model reuse, per-run force_restart applies per-benchmark dir (no cross-benchmark re-delete), current_idx/len(ru"
ethical_benchmark/quant/__init__.py,1,py,2,100.0,read-targeted,0,none needed,Package __init__ / re-export shim; no logic.
ethical_benchmark/quant/config_schema.py,1,py,134,94.0,executed+read,1,"A test that pins extra-field behavior: assert an unknown/misspelled field (e.g. ModelEntry(..., trust_remote_cod=True) or decoding={'max_new_token':512}) is rejected — currently no test exercises it, which is why the silent-ignore P2 was undetected.","Reviewed in full. Confirmed rejections work: empty benchmarks list, bad benchmark name, bad dtype, quant_method on baseline, negative temperature, one-member pair, model referencing an undefined benchmark, non-dict YAML "
fyp_cli.py,2,py,338,0.0,executed+read,1,"A parse_args() test asserting SUPPRESS default-persistence (root-level --config/--results_dir/--log_level survive when the flag is omitted after the subcommand, and subparser value wins when given in both positions) — no test imports fyp_cli at all (0% coverage).","Read fully. Arg plumbing verified end-to-end: -n/--max_samples, -d/--device, --resume/--no-resume, and root-vs-subparser SUPPRESS all reach the pipeline correctly (built namespaces via parse_args in sandbox). Ran analyze"
run_quant_benchmark.py,2,py,8,0.0,read-full,0,none needed,3-line shim delegating to ethical_benchmark.pipeline.run_quant_benchmark.main. No logic. Never imported by tests (0%) but nothing to test.
run_quant_matrix.py,2,py,8,0.0,read-full,0,none needed,3-line shim delegating to ethical_benchmark.pipeline.run_quant_matrix.main. No logic.
scripts/agent_check.py,3,py,37,0.0,read-full,0,none needed (CLI entry; run_agent_checks covered by tests/test_agent_harness.py and harness-eval),"CLI entry for `make agent-check`. Arg parsing (REMAINDER pytest-args with '--' filtering, write-immutable-manifest early exit) is correct. Exit code = 0 iff all results ok. Not run (would execute full harness incl. pytes"
scripts/build_agent_harness_architecture_doc.py,3,py,282,0.0,read-targeted,0,"none needed (docx generator, no data claims)","python-docx builder for an architecture doc; all prose is static description of the harness, no embedded test counts or result numbers. Not run (requires python-docx, writes to repo docs). No issue."
scripts/build_fyp_interim.js,3,js,439,,executed+read,0,none needed.,Built to sandbox (443012 bytes). Derived from thesis_v4; identical helper set; zero table drift; shares the claim-locked registry numbers so it cannot drift from thesis.
scripts/build_fyp_interim_humanized.js,3,js,439,,executed+read,0,none needed.,Built to sandbox (443171 bytes). Cosmetic fork of interim; zero table drift; shares claim-locked numbers.
scripts/build_fyp_report_humanized.js,3,js,1638,,executed+read,0,Same width-sum assertion as report_v5; its registry tables (9060/8800) and L1516 (9800) miss its US-Letter CONTENT_W=9360.,"Built to sandbox (691316 bytes). Helpers are a cosmetic fork of report_v5 (Calibri, US-Letter, tighter line spacing) — intentional divergence, not accidental drift. Shares the width-drift root cause on its registry/appen"
scripts/build_fyp_report_v5.js,3,js,1660,,executed+read,1,A build-time assertion (or unit test) that every explicit buildTable width array sums to CONTENT_W; would have caught all 10 stale US-Letter width arrays after the A4 switch.,Ran to a redirected sandbox docx (696685 bytes) via a writeFileSync-intercepting harness; hardcoded OUTPUT path would otherwise write into the repo. Registry consumption is robust: loadClaimRegistry() hard-fails (throws)
scripts/build_fyp_thesis_humanized.js,3,js,430,,executed+read,0,none needed.,Built to sandbox (443614 bytes). Cosmetic fork of thesis_v4 (line spacing 276 vs 360); zero table drift; same registry hard-fail.
scripts/build_fyp_thesis_v4.js,3,js,433,,executed+read,0,"none needed (tbl() has no default-width fallback, but all callsites pass widths that correctly sum to CONTENT_W=9360; zero drift observed).","Built to sandbox (443883 bytes). No table drift, no ragged rows. Same registry hard-fail path. tbl() would throw if widths were ever omitted (no fallback like report's buildTable) — latent but no live callsite triggers i"
scripts/capture_refusal_margin.py,2,py,129,0.0,executed+read,1,A test that builds a ModelSpec via _capture_model's construction path from an int8 config entry and asserts spec.quant_method=='int8' (would have caught the P2 quant_method drop).,"129 stmts, 0% coverage. Core GPU forward-pass paths (_decision_logits, _sequence_margins) cannot run locally but were line-reviewed: logsumexp at L116 is correct, start=len(prompt_ids)-1 teacher-force offset (L112) is co"
scripts/claim_registry.py,1,py,128,82.8,executed+read,0,"A hash-coverage guard test: assert that every file build_registry() actually reads is present in SOURCE_PATHS+OPTIONAL_SOURCE_PATHS (e.g. by asserting the set of relative paths passed to _load_json/yaml.safe_load equals the hashed set). Today a newly-added data dependency that is not added to SOURCE_PATHS would change build output but silently escape the JS source-hash check, and only python --check (a full rebuild) would catch it.","Ran build_registry() twice: byte-identical (no timestamp/git/nondeterminism). registry_fingerprint == sha256(_canonical(payload)) confirmed self-consistent, and the output equals the committed generated/claim_registry.js"
scripts/generate_agent_dashboard.py,3,py,27,0.0,read-full,0,none needed (thin wrapper),"Identical structure to generate_handoff.py, delegates to render_agent_dashboard. No independent logic. Not separately run (same code path as handoff, which ran clean)."
scripts/generate_agent_harness_architecture_diagram.py,3,py,146,0.0,read-full,0,none needed (cosmetic SVG generator),"Self-contained SVG generator. Notably uses 'harness_eval + pytest' instead of a numeric test count, so it does not go stale. No embedded result numbers. No issue."
scripts/generate_architecture_diagram.py,3,py,136,0.0,read-full,1,none needed (cosmetic SVG generator),Self-contained SVG/drawio generator with hardcoded layout+text. Writes to fixed docs/architecture paths (no output override) so not run in sandbox to avoid repo writes. Carries stale '186 tests' label (P3 finding).
scripts/generate_handoff.py,3,py,27,0.0,executed+read,0,none needed (thin wrapper; harness functions covered by tests/test_agent_harness.py),"Thin CLI over ethical_benchmark.harness.render_handoff. Ran to a sandbox --output (absolute path resolves outside repo via repo_root/abs). Clean, repo unchanged."
scripts/generate_integrated_architecture_diagram.py,3,py,177,0.0,read-full,0,none needed (cosmetic SVG generator),Same pattern as the architecture diagram; also carries the stale '186 tests' literal at L422 (folded into the P3 finding). All other text is static architecture description.
scripts/generate_repo_hierarchy_diagram.py,3,py,111,0.0,read-full,0,none needed (cosmetic SVG generator),Static repo-tree SVG. No embedded numbers or data reads. No issue.
scripts/generate_sensitivity_jobs.py,2,py,53,94.3,executed+read,1,A test that `--pairs <unknown>` (fully-invalid and partially-valid) errors out instead of silently dropping / raising IndexError. Existing test_sensitivity.py covers the MODELS_BY_PAIR<->PAIRS sync guard (test_pair_lists_in_sync) so T39 drift risk IS guarded.,"Read fully. Executed generator with valid, empty, and partial --pairs. Sync-drift risk flagged by T39 is already guarded by tests/test_sensitivity.py::test_pair_lists_in_sync (asserts gen.MODELS_BY_PAIR pairs == sensitiv"
scripts/generate_tc1_checklist.py,3,py,21,0.0,executed+read,0,none needed (thin wrapper),"Thin CLI over render_tc1_checklist. Ran to sandbox --output; clean, repo unchanged."
scripts/genlen_512_analysis.py,1,py,116,19.0,executed+read,0,"The compute path is only 19% covered — no test asserts genlen_robustness.json reproduces from the committed sidecars. Add a golden test that runs the module against a tiny fixture tree (or the committed real trees) and checks prefix_truncation.pct_truncated, cross_judge_kappa range, and asr_block BH-FDR flags, which would also catch the cap_block staleness (see finding).",Ran against the real results/ and results_512/ trees in a sandbox (REPO redirected to sandbox via copied script; write target results_512/analysis real-dir'd). All headline blocks reproduce byte-identical to the committe
scripts/harmbench_category_breakdown.py,1,py,114,71.1,executed+read,1,"A reconciliation test asserting sum(harmful)/sum(total) across per-model categories equals the headline summary.judge.harmbench_cls.json attack_success_rate, plus a case where a judge-scored prompt_id lacks score_fields.category (currently silently dropped from the breakdown, which would break reconciliation) — neither is pinned.","Reproduced both harmbench_category_breakdown.json (default 10) and _int8 variant byte-identical to committed. Category ASR reconciles EXACTLY to the headline judge ASR for all 10 models (n=200 each, all OK). Latent (non-"
scripts/harness_eval.py,3,py,9,0.0,read-full (gap-review),0,n/a — 24-LOC shim,Correct shim: make harness-eval -> pytest tests/test_agent_harness.py.
scripts/human_label_audit.py,1,py,199,18.6,executed+read,0,A regression test that runs --score against a tiny fixture sheet and asserts the exact kappa/precision/recall/f1 (pins the _kappa/_prf math and the CSV->aggregate join that produces the committed human_validation.json).,"Read in full. Executed --score in sandbox against the committed (gitignored) 200-row sheet: reproduces results_512/analysis/human_validation.json BYTE-FOR-BYTE (kappa_clf 0.5908, kappa_regex 0.1095). Executed --make-shee"
scripts/judge_agreement.py,1,py,193,90.7,executed+read,3,"A test feeding a judge sidecar with a prompt_id absent from the v2 sidecar (or a null judge_harmful) for one pair member, asserting judge_asr, judge_harm_delta, and the CI are all computed over the intended prompt set — no current test exercises divergent v2/judge coverage.",Read fully (372 lines). Ran against real results_512 sidecars in sandbox; judge_agreement.json and .csv reproduce the committed files byte-for-byte. Cohen kappa degenerate guard (denom<=1e-12 -> None) and the negative-ka
scripts/judge_pairwise_agreement.py,1,py,126,74.6,executed+read,0,"A unit test on agreement_and_kappa's degenerate case (all-constant identical labels -> kappa None) and on the per-pair sign_agree/significance_agree concordance flags; the whole main()/per-pair path (lines 123-145,205-229,273-275) is only exercised by my repro, not by the test suite (74.6% coverage).",Read fully (286 lines). Ran with default judge-a=harmbench_cls / judge-b=api_judge against real sidecars; judge_pairwise_agreement.json and .csv reproduce committed byte-for-byte. agreement_and_kappa uses the same 1e-12 
scripts/lib/claim_registry.js,3,js,39,,executed+read,1,A test that loadClaimRegistry() throws when registry.registry_fingerprint does not match a freshly-recomputed fingerprint of the payload (guards the finding above). Currently no test exercises payload integrity — only source-file presence/hash paths are covered.,"Ran the loader under node against a sandbox tree. Confirmed all three source-hash branches behave: stale hash throws, optional-source-now-present throws, and a tampered payload with intact source hashes loads silently (t"
scripts/make_figures.py,3,py,193,0.0,executed+read,1,A test asserting each fig_* pulls its plotted values from the loaded artifacts (e.g. run against results_512/analysis and assert figures written) — currently 0% coverage and only manually validated.,"Read fully. Every plotted value is read from ANALYSIS artifacts (pairwise_deltas, judge_agreement, precision_sweep, harmbench_category_breakdown, sensitivity_multiseed); no hardcoded figure literals. Only constants are a"
scripts/mmlu_subject_breakdown.py,1,py,89,67.4,executed+read,0,"A reconciliation test asserting sum(correct)/sum(total) across subjects equals summary.json accuracy INCLUDING a record with is_answered:false (exercises the L63-67 denominator-counts-but-never-correct branch, which is uncovered) — currently unpinned.","Reproduced both mmlu_subject_breakdown.json (default 10) and _int8 variant byte-identical to committed. Subject accuracy reconciles EXACTLY to headline summary.json accuracy for all 10 models (n=300 each, all OK). is_ans"
scripts/multiple_comparisons.py,1,py,144,0.0,executed+read,1,"A unit test pinning benjamini_hochberg() against known-answer q-values (e.g. the classic Benjamini-Hochberg 1995 15-pvalue example, or a cross-check vs statsmodels fdr_bh) plus a tie case. This function produces the headline FDR family correction and currently has zero coverage; I verified it against statsmodels this session but the repo has no guard against regression.",Read fully. BH procedure (rank/monotone-min/threshold) verified byte-equal to statsmodels across 20k random families incl. ties. Family=20 confirmed. MDE formula matches committed 0.0594. power_mcnemar is a documented no
scripts/number_bible_512.py,1,py,56,0.0,executed+read,1,none needed -- pure read-only diagnostic that prints committed artifacts; not a producer of any committed number. Ran to exit 0 against the real results_512 tree.,Read fully; executed read-only (no writes; git status clean afterward). Only issue is the dead A128 variable (P3). All printed values are pass-through reads of committed analysis JSON.
scripts/precision_sweep_analysis.py,1,py,131,65.6,executed+read,1,"A test that builds a tiny synthetic tree where harmbench summary.json (v1) and summary.v2.json differ for the same alias, and asserts the harmbench_asr_v2 / xstest columns read summary.v2.json (with graceful fallback to .json only when v2 is absent) — this is the exact D35 regression class and is currently unpinned; the _int8_mcnemar delta==(b-c)/n reconciliation is also untested.","Reproduced precision_sweep.json byte-identical to committed results_512 artifact. McNemar path verified: paired_binary_confusion(fp16,int8)->(_,n01,n10,_) then mcnemar_exact_test(n01,n10) maps b=n01(appeared)/c=n10(disap"
scripts/prefetch_tc1.py,2,py,89,0.0,read-only-no-local-exec,0,"A unit test for _collect_dataset_targets over the real tc1.yaml asserting HarmBench gets config_name='standard', MMLU expands to its subjects, XSTest is skipped (local_csv), and ARC uses config_name/split — guarding silent prefetch/runtime split drift.","89 stmts, 0% coverage (network + head-node only). Verified target collection aligns with tc1.yaml: HarmBench standard/train, MMLU subjects/test, ARC ARC-Challenge/test, XSTest skipped via local_csv. --datasets-only/--mod"
scripts/refusal_margin_analysis.py,1,py,126,0.0,executed+read (repro sweep: byte-identical),0,,"Reproduced byte-identically vs committed results/analysis/refusal_margin.{json,csv}; deterministic (seed 42)."
scripts/rescore_capability_strict.py,1,py,174,97.7,executed+read,0,"A test asserting parse_tier assignment across the four cases (leading_letter, answer_declaration, lenient_fallback, unanswered) on synthetic records, AND that --dry-run writes nothing at all (no sidecars, no analysis dir) — the latter guards the 'review finding #12' fix from regressing. Coverage is already 97.7%; the value is pinning the tier semantics that back the report's 48.7%/75%/46% numbers.",Ran against real-copy results_512 subset: scores.parser_strict.jsonl and summary.parser_strict.json for both mmlu and arc are byte-identical to committed. Reproduced the report's exact figures (qwen_2b_4bit MMLU fallback
